id,hand_player,opponent_high_card,opponent_high_card_suit,opponent_medium_card,opponent_medium_card_suit,opponent_low_card,opponent_low_card_suit,self_high_card,self_high_card_suit,self_medium_card,self_medium_card_suit,self_low_card,self_low_card_suit,opponent_round_0,self_round_0,opponent_round_1,self_round_1,opponent_round_2,self_round_2,round_1_winner,round_2_winner,round_3_winner,who_asked_envido,who_asked_falta_envido,who_asked_real_envido,opponent_points_envido,self_points_envido,who_refused_envido,who_won_envido,balance_envido,who_asked_flor,who_asked_contra_flor,who_asked_contra_flor_resto,who_asked_truco,when_asked_truco,who_asked_retruco,when_asked_retruco,who_asked_vale_quatro,when_asked_vale_quatro,who_refused_truco,who_won_truco,balance_truco,opponent_old_points,self_old_points,opponent_new_points,self_new_points,opponent_hand_balance,self_hand_balance,opponent_hand_quality,self_hand_quality
2759,2,50,4,8,3,4,3,16,1,8,2,8,2,50,8,4,1,-15,1,1,2,2,1,0,0,7,22,0,2,2,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,2,8,2,11,0,3,62,32
2760,1,24,3,8,4,3,3,52,1,12,1,8,3,8,12,24,8,3,1,2,1,2,0,0,0,6,21,0,0,0,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,2,11,2,12,0,1,35,68
2761,2,16,3,12,4,6,2,50,3,7,4,1,3,6,1,-46,1,-46,1,1,1,1,1,0,0,23,4,2,1,1,NULL,NULL,NULL,2,2,0,0,0,0,0,1,2,2,12,5,12,3,0,34,63
2762,1,7,2,3,2,2,2,40,4,16,2,16,4,7,16,-15,1,-15,1,2,2,2,0,0,2,25,29,0,2,3,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,5,12,5,16,0,4,12,59
2763,2,24,3,12,2,6,3,16,3,8,2,4,3,6,4,12,16,24,8,1,2,1,2,0,0,24,27,0,2,2,NULL,NULL,NULL,2,3,1,3,0,0,0,1,3,5,16,8,18,3,2,42,32
2765,1,16,1,8,3,3,1,50,4,8,4,6,1,8,1,-15,1,-15,1,2,2,2,0,0,0,6,20,0,0,0,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,3,0,3,1,0,1,27,64
2766,2,16,4,8,2,2,3,24,3,12,1,2,4,2,24,16,12,8,2,2,1,1,1,0,0,5,5,2,1,1,NULL,NULL,NULL,2,3,0,0,0,0,0,1,2,3,1,6,1,3,0,26,34
2767,1,12,3,8,4,2,3,16,1,6,1,3,2,8,16,12,6,2,1,2,1,2,0,0,0,5,6,0,0,0,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,6,1,6,2,0,1,22,27
2768,2,24,4,16,3,8,2,50,2,6,4,1,3,8,1,16,50,24,6,1,2,1,0,0,0,3,4,0,0,0,NULL,NULL,NULL,1,3,0,0,0,0,0,1,2,6,2,8,2,2,0,48,67
2769,1,24,4,24,2,8,3,7,2,6,3,1,3,24,1,-46,1,-46,1,1,1,1,0,0,0,23,24,0,0,0,2,NULL,NULL,0,0,0,0,0,0,0,1,1,8,2,9,5,1,3,56,32
2770,2,24,1,12,2,1,2,50,3,24,4,4,4,1,24,-15,4,-15,1,2,2,2,2,0,0,4,28,1,2,1,NULL,NULL,NULL,1,2,2,2,0,0,1,2,2,9,5,9,8,0,3,37,66
2771,1,52,1,12,1,2,1,16,3,16,2,1,3,12,16,2,-1,52,1,2,1,1,1,0,0,26,4,2,1,1,NULL,NULL,NULL,1,2,0,0,0,0,0,1,2,9,8,12,8,3,0,66,29
2772,2,7,4,7,4,4,2,7,2,6,1,3,2,4,7,7,6,7,1,2,1,1,0,0,0,27,26,0,0,0,NULL,NULL,NULL,2,3,0,0,0,0,0,1,2,12,8,14,8,2,0,18,17
2773,1,42,1,3,2,2,4,16,2,7,1,3,1,42,-1,2,1,-15,1,1,2,2,1,0,2,31,28,0,1,5,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,14,8,19,9,5,1,47,22
2775,1,16,1,7,1,6,2,52,4,40,1,24,1,6,24,7,-1,16,52,2,1,2,1,0,0,22,24,0,2,2,NULL,NULL,NULL,1,3,2,3,0,0,0,2,3,0,2,0,7,0,5,29,83
2776,2,3,3,3,2,3,4,52,4,16,1,6,1,3,6,-15,1,-15,1,2,2,2,1,0,0,6,21,2,1,1,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,0,7,1,8,1,1,9,61
2777,1,52,1,40,3,8,1,16,2,16,2,1,1,8,16,40,16,52,1,2,1,1,2,0,0,7,26,1,2,1,NULL,NULL,NULL,2,1,1,1,0,0,0,1,3,1,8,4,9,3,1,100,57
2778,2,7,4,3,1,2,3,16,3,12,2,6,4,2,12,-10,16,-10,0,2,2,2,1,0,0,6,2,2,1,1,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,4,9,5,11,1,2,12,25
2779,1,16,1,7,3,3,3,16,4,7,2,6,3,3,6,-10,16,-10,0,2,2,2,2,0,0,6,20,1,2,1,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,5,11,5,13,0,2,26,29
2780,2,8,3,4,1,1,4,40,3,4,2,1,2,-46,1,-46,1,-46,1,1,1,1,2,2,1,27,31,0,2,19,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,5,13,6,24,1,11,13,45
2782,2,16,1,7,2,2,2,8,4,8,1,4,4,16,8,2,8,-15,1,1,2,2,1,0,0,5,7,2,1,1,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,2,0,3,1,1,1,25,19
2783,1,7,4,3,1,3,3,24,3,12,3,6,1,7,1,-15,1,-15,1,2,2,2,0,0,0,6,24,0,0,0,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,3,1,3,2,0,1,13,33
2784,2,16,4,7,4,2,4,40,1,3,2,1,2,7,3,-46,1,-46,1,1,1,1,2,0,0,27,31,0,2,2,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,3,2,4,4,1,2,25,48
2785,1,52,1,24,2,2,3,16,2,6,2,2,4,24,-1,2,6,52,16,1,2,1,1,0,0,28,5,2,1,1,NULL,NULL,NULL,2,2,1,3,0,0,0,1,3,4,4,8,4,4,0,78,42
2786,2,52,1,4,2,1,3,8,4,6,3,3,4,52,8,1,1,-15,1,1,2,2,2,0,0,7,20,1,2,1,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,8,4,8,6,0,2,57,15
2787,1,7,4,4,4,3,3,8,4,7,3,2,4,7,8,-10,7,-10,0,2,2,2,0,0,0,33,20,0,0,0,1,NULL,NULL,0,0,0,0,0,0,0,2,1,8,6,11,7,3,1,14,14
2788,2,8,4,2,4,1,1,52,3,8,1,4,4,8,4,1,1,-15,1,1,2,2,1,0,0,24,21,0,1,2,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,11,7,13,8,2,1,11,58
2789,1,42,1,8,4,2,3,24,1,8,1,3,3,8,24,42,8,2,3,2,1,2,1,0,2,27,26,1,2,2,NULL,NULL,NULL,2,1,0,0,0,0,0,2,2,13,8,13,12,0,4,52,35
2790,2,7,3,6,4,4,3,24,2,12,3,6,4,7,6,4,1,-15,1,1,2,2,1,0,0,7,24,2,1,1,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,13,12,14,13,1,1,17,36
2791,1,7,1,2,4,1,3,24,4,16,4,16,2,7,1,-15,1,-15,1,2,2,2,1,0,0,29,3,2,1,1,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,14,13,15,14,1,1,10,42
2792,2,6,3,2,2,1,2,52,3,24,1,7,4,-15,1,-15,1,-15,1,2,2,2,0,0,0,25,3,0,0,0,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,15,14,15,15,0,1,9,61
2793,1,6,2,2,1,1,4,6,4,6,1,1,3,6,1,-46,1,-46,1,1,1,1,2,0,0,5,4,1,2,1,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,15,15,16,16,1,1,9,9
2794,2,24,2,12,2,2,3,8,2,7,4,3,2,12,3,2,7,-46,8,1,2,1,0,0,0,29,6,0,0,0,1,NULL,NULL,1,3,0,0,0,0,2,1,1,16,16,20,16,4,0,38,23
2795,1,40,2,7,4,7,4,42,1,2,1,1,3,7,-1,7,42,-46,1,1,2,1,2,0,0,7,7,1,2,1,NULL,NULL,NULL,2,2,0,0,0,0,0,1,2,20,16,22,17,2,1,54,50
2796,2,40,2,7,3,6,3,52,1,16,1,1,4,6,1,7,16,40,52,1,2,2,0,0,2,7,4,1,2,1,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,22,17,22,20,0,3,53,60
2797,1,40,2,7,3,6,3,52,4,3,1,1,1,6,-1,7,52,40,3,1,2,1,2,0,0,7,25,1,2,1,NULL,NULL,NULL,2,2,1,3,0,0,0,1,3,22,20,24,21,2,1,53,60
2799,1,16,3,3,4,2,1,8,2,7,4,4,4,16,4,2,7,3,8,1,2,2,0,0,2,6,27,1,2,1,NULL,NULL,NULL,1,3,0,0,0,0,0,2,2,3,1,3,4,0,3,21,15
2800,2,8,4,2,2,1,3,16,1,12,3,6,1,8,6,1,1,-15,1,1,2,2,2,0,0,5,23,1,2,1,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,3,4,3,6,0,2,11,24
2801,1,8,3,7,1,6,4,12,2,4,2,3,2,6,12,7,3,8,1,2,1,1,0,0,2,0,27,1,2,1,NULL,NULL,NULL,2,3,0,0,0,0,0,1,2,3,6,5,7,2,1,21,22
2802,2,8,2,6,1,2,3,40,3,8,2,3,3,6,3,2,8,-15,1,1,2,2,2,0,0,5,26,1,2,1,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,5,7,5,9,0,2,16,49
2803,1,24,4,16,4,2,4,6,4,4,1,4,3,16,4,2,4,24,6,1,2,1,0,0,0,30,7,0,0,0,1,NULL,NULL,2,3,1,3,0,0,0,1,3,5,9,11,9,6,0,42,26
2804,2,6,3,3,1,2,3,12,3,2,3,2,4,3,2,-46,2,-46,NULL,1,1,1,2,0,0,26,26,0,2,2,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,11,9,12,11,1,2,11,17
2805,1,24,2,12,3,3,3,40,2,7,2,2,1,12,2,3,7,-10,40,1,2,2,2,0,0,24,7,0,1,2,NULL,NULL,NULL,2,3,0,0,0,0,0,2,2,12,11,14,13,2,2,39,54
2806,2,16,2,12,3,8,1,8,2,2,1,2,3,8,2,-46,1,-46,1,1,1,1,2,0,0,23,25,0,2,2,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,14,13,15,15,1,2,36,22
2807,1,40,2,24,1,3,3,16,2,16,1,2,1,24,2,3,16,40,16,1,2,1,1,0,2,30,27,0,1,5,NULL,NULL,NULL,2,2,1,3,0,0,0,1,3,15,15,23,15,8,0,67,42
2808,2,16,3,12,2,3,1,40,3,6,2,3,1,12,3,3,6,-15,1,1,2,2,0,2,0,23,26,1,2,1,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,23,15,23,17,0,2,31,55
2809,1,24,1,16,4,3,4,16,2,6,3,1,3,16,1,3,6,24,16,1,2,1,0,0,2,6,26,1,2,1,NULL,NULL,NULL,2,3,1,3,2,3,0,1,4,23,17,24,18,1,1,43,33
2811,2,50,4,24,2,6,4,24,1,16,4,16,1,50,24,6,16,24,16,1,2,1,2,0,0,3,25,1,2,1,NULL,NULL,NULL,1,3,0,0,0,0,0,1,2,0,2,2,3,2,1,80,64
2812,1,52,1,7,1,2,3,24,1,7,1,7,4,7,24,52,7,2,7,2,1,2,0,0,0,26,3,0,0,0,1,NULL,NULL,0,0,0,0,0,0,0,2,1,2,3,5,4,3,1,61,38
2813,2,16,3,6,1,1,3,40,4,3,2,2,3,6,2,1,1,-15,1,1,2,2,2,0,0,4,31,1,2,1,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,5,4,5,6,0,2,23,48
2814,1,4,3,4,2,1,3,52,4,8,1,3,1,4,8,4,3,1,1,2,1,2,0,0,0,7,27,0,0,0,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,5,6,5,7,0,1,9,59
2815,2,8,1,7,1,3,3,50,1,16,4,12,2,3,12,-15,1,-15,1,2,2,2,0,0,0,26,2,0,0,0,1,NULL,NULL,2,2,0,0,0,0,1,2,1,5,7,8,8,3,1,18,69
2816,1,24,1,6,1,6,1,12,4,2,3,2,3,6,12,6,2,-46,1,2,1,1,0,0,0,23,26,0,0,0,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,8,8,9,8,1,0,36,20
2817,2,16,1,12,1,1,2,24,3,8,2,4,4,1,24,16,8,12,1,2,1,1,1,0,0,26,23,0,1,2,NULL,NULL,NULL,2,3,0,0,0,0,0,1,2,9,8,13,8,4,0,29,40
2818,1,12,3,6,2,2,2,50,2,16,4,2,3,6,1,-15,1,-15,1,2,2,2,1,0,2,25,5,1,2,2,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,13,8,13,11,0,3,20,58
2819,2,16,4,7,4,2,4,8,1,7,4,1,1,16,8,2,7,-46,1,1,2,1,2,0,0,27,20,0,1,2,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,13,11,16,11,3,0,25,16
2820,1,24,3,8,1,7,2,16,4,3,2,1,1,24,1,8,16,7,3,1,2,1,2,0,1,3,28,2,1,2,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,0,0,3,0,3,0,39,25
2821,2,24,2,16,1,7,2,52,4,8,1,7,4,16,7,24,52,7,8,1,2,2,0,0,0,3,1,0,0,0,NULL,NULL,NULL,1,1,0,0,0,0,0,2,2,3,0,3,2,0,2,47,75
2822,1,52,1,12,1,6,3,16,3,6,1,2,2,6,16,12,2,-46,1,2,1,1,2,0,0,21,5,1,2,1,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,3,2,4,3,1,1,70,30
2823,2,52,1,24,1,16,4,24,1,3,4,2,1,-46,24,-46,1,-46,1,1,1,1,2,0,0,26,29,0,0,0,1,NULL,NULL,1,1,0,0,0,0,2,1,1,4,3,8,3,4,0,92,50
2824,1,40,2,3,1,2,4,24,1,8,2,1,1,3,8,2,1,40,24,2,1,1,1,0,0,31,4,2,1,1,NULL,NULL,NULL,1,3,0,0,0,0,0,1,2,8,3,11,3,3,0,45,28
2825,2,52,1,8,4,7,2,8,4,2,1,1,2,7,8,-46,1,-46,1,2,1,1,2,0,0,20,29,1,2,1,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,11,3,12,4,1,1,67,17
2826,1,40,2,24,1,8,2,8,1,3,2,2,4,24,2,-46,1,-46,1,1,1,1,2,0,0,23,26,0,2,2,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,12,4,13,6,1,2,72,34
2827,2,6,4,2,1,1,2,3,2,3,4,1,3,6,3,1,3,2,1,1,2,1,0,0,0,5,6,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,13,6,14,6,1,0,9,6
2828,1,8,3,3,3,2,2,8,1,7,4,3,4,8,3,2,7,-10,8,1,2,2,2,0,0,25,26,1,2,1,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,14,6,14,8,0,2,13,14
2829,2,24,4,8,4,1,3,16,1,7,2,2,4,8,7,-46,1,-46,1,1,1,1,1,0,0,27,5,2,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,14,8,16,8,2,0,33,26
2830,1,16,4,3,1,2,3,24,1,12,2,6,3,16,24,-10,6,-10,0,2,2,2,1,0,0,31,21,2,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,16,8,17,9,1,1,21,33
2831,2,50,4,4,2,2,2,24,4,8,4,4,3,2,8,50,4,4,1,2,1,2,1,0,0,28,7,2,1,1,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,17,9,18,10,1,1,56,32
2832,1,16,3,12,1,6,3,40,3,24,2,2,1,16,24,6,2,12,40,2,1,2,0,0,0,23,7,0,0,0,NULL,NULL,NULL,2,3,0,0,0,0,0,2,2,18,10,18,12,0,2,34,54
2833,2,8,2,6,4,6,1,50,1,24,4,16,2,6,24,-1,16,-15,NULL,2,2,2,0,0,0,0,3,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,18,12,18,13,0,1,20,72
2834,1,52,1,16,1,1,3,7,3,4,4,1,4,1,4,-46,1,-46,1,2,1,1,2,0,1,25,24,2,1,2,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,18,13,21,13,3,0,69,24
2835,2,42,1,7,2,3,1,6,4,3,4,1,4,7,6,-46,1,-46,1,1,1,1,0,0,0,7,24,0,0,0,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,21,13,22,13,1,0,52,14
2836,1,16,3,16,2,1,4,8,1,7,4,3,1,16,3,-46,1,-46,1,1,1,1,0,0,0,4,20,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,22,13,23,13,1,0,33,27
2838,2,7,2,4,4,1,4,50,3,4,4,3,2,4,3,1,4,-15,1,1,2,2,0,0,2,7,28,1,2,1,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,1,0,1,2,0,2,12,57
2839,1,50,4,24,1,3,3,24,3,12,1,6,1,24,6,3,12,50,24,1,2,1,2,0,0,6,23,1,2,1,NULL,NULL,NULL,2,3,1,3,0,0,0,1,3,1,2,4,3,3,1,77,54
2840,2,16,3,7,2,1,4,8,2,7,1,3,3,7,3,1,7,-15,1,1,2,2,1,0,0,24,6,2,1,1,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,4,3,5,4,1,1,24,18
2841,1,24,2,24,4,3,2,40,1,16,2,8,2,24,40,24,8,3,1,2,1,2,0,0,0,6,29,0,0,0,2,NULL,NULL,2,3,0,0,0,0,1,2,1,5,4,5,8,0,4,51,72
2842,2,50,4,3,2,3,3,7,3,6,2,2,4,3,2,3,6,50,7,1,2,1,1,0,0,6,5,2,1,1,NULL,NULL,NULL,2,3,1,3,0,0,0,1,3,5,8,9,8,4,0,56,12
2843,1,24,2,24,2,12,1,16,1,16,2,6,2,24,6,12,16,24,16,1,2,1,2,0,0,24,22,0,1,2,NULL,NULL,NULL,2,2,1,3,0,0,0,1,3,9,8,14,8,5,0,60,46
2845,2,8,3,6,4,2,1,24,3,24,3,6,4,2,24,-10,24,-10,0,2,2,2,1,0,0,20,3,2,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,2,0,3,1,1,1,16,36
2846,1,8,2,6,2,3,1,40,1,8,2,3,4,6,8,-15,1,-15,1,2,2,2,1,0,2,26,7,1,2,2,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,3,1,3,4,0,3,17,49
2847,2,52,1,24,4,4,2,40,3,24,2,4,3,24,24,-46,40,-46,NULL,0,1,1,2,0,0,7,30,1,2,1,NULL,NULL,NULL,1,1,2,1,1,2,0,1,4,3,4,7,5,4,1,80,68
2848,1,50,4,6,3,1,2,24,3,16,2,6,2,6,16,-15,1,-15,1,2,2,2,0,0,0,24,25,0,0,0,2,NULL,NULL,2,2,0,0,0,0,1,2,1,7,5,7,9,0,4,57,36
2849,2,52,1,6,4,1,3,24,1,12,2,2,1,52,12,1,2,-15,1,1,2,2,1,0,0,21,5,2,1,1,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,7,9,8,10,1,1,59,32
2850,1,40,2,7,2,6,4,7,2,4,3,4,3,6,7,-46,4,-46,1,2,1,1,0,0,0,27,27,0,0,0,1,NULL,NULL,1,2,0,0,0,0,2,1,1,8,10,12,10,4,0,53,18
2851,2,24,1,4,1,3,2,42,3,7,1,1,2,24,7,-46,1,-46,1,1,1,1,2,0,1,29,24,0,1,5,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,12,10,18,10,6,0,31,47
2852,1,42,1,8,4,3,2,24,1,16,4,1,4,8,16,3,1,42,1,2,1,1,1,0,0,27,27,0,1,2,NULL,NULL,NULL,1,2,0,0,0,0,0,1,2,18,10,22,10,4,0,53,33
2853,2,24,4,12,3,3,2,7,2,7,1,7,4,12,7,3,7,24,7,1,2,1,0,0,2,6,0,1,2,1,NULL,NULL,NULL,1,3,0,0,0,0,0,1,2,22,10,24,11,2,1,39,26
2854,1,52,1,16,1,6,4,24,1,8,4,3,3,6,8,16,3,52,24,2,1,1,0,0,0,23,23,0,0,0,1,NULL,NULL,2,2,1,3,0,0,0,1,3,0,0,6,0,6,0,74,43
2855,2,8,2,2,3,1,4,7,3,3,2,2,1,8,7,1,2,-15,1,1,2,2,0,0,0,29,6,0,0,0,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,6,0,6,1,0,1,11,11
2856,1,8,3,4,3,2,1,24,3,8,4,1,4,2,1,4,8,-10,24,1,2,2,0,0,0,32,27,0,0,0,1,NULL,NULL,0,0,0,0,0,0,0,2,1,6,1,9,2,3,1,14,29
2857,2,12,2,8,4,1,1,16,4,3,1,2,4,8,2,1,3,-10,16,1,2,2,2,0,0,24,28,0,2,2,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,9,2,9,5,0,3,21,26
2858,1,16,2,7,1,7,2,50,4,12,4,2,4,7,12,7,2,16,50,2,1,2,0,0,0,2,26,0,0,0,NULL,NULL,NULL,2,2,1,3,0,0,0,2,3,9,5,9,8,0,3,30,59
2859,2,52,1,8,2,2,1,7,3,6,2,1,1,2,1,-46,7,-46,NULL,1,1,1,0,0,0,5,24,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,9,8,10,8,1,0,62,16
2860,1,50,4,42,4,24,3,24,1,16,1,2,2,24,24,-46,1,-46,1,0,1,1,1,0,0,24,5,2,1,1,NULL,NULL,NULL,1,1,2,2,1,2,2,1,3,10,8,14,8,4,0,116,68
2861,2,16,1,7,1,3,1,7,2,2,3,1,4,16,7,-46,1,-46,1,1,1,1,1,0,0,28,5,2,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,14,8,16,8,2,0,26,15
2862,1,8,4,8,3,2,3,50,1,24,4,7,4,2,7,-10,24,-10,0,2,2,2,0,0,0,5,21,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,16,8,16,9,0,1,18,65
2863,2,24,3,2,1,1,1,8,2,3,1,2,1,24,8,1,2,-46,3,1,2,1,2,0,1,5,31,0,2,5,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,16,9,17,14,1,5,27,12
2864,1,24,1,12,4,3,4,24,3,2,4,2,1,3,2,12,24,-46,2,1,2,1,2,0,0,6,28,1,2,1,NULL,NULL,NULL,2,3,1,3,0,0,2,1,2,17,14,19,15,2,1,39,38
2865,2,16,2,6,2,6,1,16,1,16,3,6,4,16,6,6,16,-10,16,1,2,2,0,0,0,22,2,0,0,0,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,19,15,19,17,0,2,28,28
2866,2,24,3,8,2,7,2,12,2,6,2,2,1,-1,2,24,12,8,1,2,1,1,0,0,0,20,21,0,0,0,NULL,NULL,NULL,1,3,2,3,0,0,0,1,3,19,21,22,21,3,0,39,22
2867,1,24,3,6,4,6,4,24,1,16,4,3,1,6,16,6,3,24,24,2,1,0,0,0,0,3,25,0,0,0,NULL,NULL,NULL,1,3,2,3,1,3,0,2,4,22,21,22,24,0,3,36,33
2869,2,24,1,3,2,2,2,24,2,8,3,6,4,24,8,2,6,-15,1,1,2,2,0,1,0,31,3,2,1,1,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,2,0,3,1,1,1,29,33
2870,1,24,2,6,4,6,4,4,1,2,3,2,1,6,2,-46,1,-46,1,1,1,1,0,0,0,3,7,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,3,1,4,1,1,0,36,12
2871,2,52,1,6,4,3,4,8,1,8,3,7,2,3,8,52,8,6,7,2,1,2,1,0,0,21,0,2,1,1,NULL,NULL,NULL,1,3,2,3,0,0,0,2,3,4,1,5,4,1,3,61,21
2872,1,40,2,12,3,1,3,42,2,7,1,4,3,1,4,12,7,40,42,2,1,2,0,0,1,28,27,0,1,3,NULL,NULL,NULL,1,3,0,0,0,0,0,2,2,5,4,8,6,3,2,53,58
2873,2,40,2,24,4,16,2,24,1,12,4,3,4,16,12,-46,24,-46,NULL,1,1,1,2,0,0,7,29,1,2,1,NULL,NULL,NULL,1,2,0,0,0,0,0,1,2,8,6,10,7,2,1,80,51
2874,1,42,1,16,3,3,1,24,3,6,3,2,2,3,6,16,2,42,24,2,1,1,1,0,0,28,5,2,1,1,NULL,NULL,NULL,1,3,0,0,0,0,0,1,2,10,7,13,7,3,0,61,42
2875,2,40,2,12,2,3,1,50,3,16,4,2,4,3,16,12,2,40,50,2,1,2,2,0,1,33,26,2,1,2,NULL,NULL,NULL,1,3,2,3,0,0,0,2,3,13,7,15,10,2,3,55,64
2876,2,8,1,3,2,1,3,52,1,4,1,1,3,3,1,1,4,-10,52,1,2,2,0,0,2,26,31,0,2,3,NULL,NULL,NULL,2,3,1,3,2,3,0,2,4,22,10,22,17,0,7,12,56
2878,2,12,3,8,4,4,2,50,1,24,4,24,3,4,24,-10,24,-10,0,2,2,2,0,0,0,7,3,0,0,0,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,0,2,0,4,0,2,24,82
2879,1,7,2,3,3,1,3,16,1,4,2,2,1,1,2,7,4,3,1,2,1,2,0,0,0,6,7,0,0,0,NULL,NULL,NULL,1,3,2,3,0,0,1,2,2,0,4,0,6,0,2,11,21
2880,2,16,2,16,2,6,1,12,3,2,3,2,4,16,12,-46,1,-46,1,1,1,1,0,0,0,22,5,0,0,0,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,0,6,1,6,1,0,38,30
2881,1,24,4,6,3,4,4,50,2,16,4,16,2,4,16,24,16,6,50,2,1,2,2,0,0,7,23,1,2,1,NULL,NULL,NULL,1,3,2,3,0,0,0,2,3,1,6,1,10,0,4,34,72
2882,2,50,4,6,4,1,3,8,3,8,1,7,3,1,8,50,8,6,7,2,1,2,1,0,0,25,20,2,1,1,NULL,NULL,NULL,1,3,2,3,0,0,0,2,3,1,10,2,13,1,3,57,21
2883,1,50,4,16,4,3,4,7,2,7,3,6,1,3,6,16,7,50,1,2,1,1,1,0,0,27,0,2,1,1,NULL,NULL,NULL,1,3,0,0,0,0,0,1,2,2,13,5,13,3,0,69,29
2884,2,42,1,24,1,2,2,24,4,12,1,7,3,24,7,2,12,42,24,1,2,1,0,1,0,32,3,2,1,1,NULL,NULL,NULL,2,2,1,2,0,0,0,1,3,5,13,9,13,4,0,68,55
2885,1,6,2,4,3,4,1,24,4,16,2,2,1,4,16,4,2,6,24,2,1,2,2,0,0,7,27,0,2,2,NULL,NULL,NULL,1,3,2,3,0,0,0,2,3,9,13,9,18,0,5,14,30
2886,2,24,1,24,2,1,4,24,3,16,4,2,1,24,16,1,2,24,24,1,2,0,2,0,0,4,25,1,2,1,NULL,NULL,NULL,2,1,1,3,0,0,0,1,3,9,18,12,19,3,1,49,50
2887,1,24,4,8,3,2,2,16,2,3,1,1,3,2,1,8,16,-46,3,1,2,1,0,0,0,5,6,0,0,0,NULL,NULL,NULL,2,3,1,3,0,0,2,1,2,12,19,14,19,2,0,34,25
2888,2,3,1,2,2,1,3,24,3,6,3,2,2,3,2,1,6,-10,24,1,2,2,0,0,0,6,23,0,0,0,NULL,NULL,NULL,2,1,0,0,0,0,0,2,2,14,19,14,21,0,2,6,28
2889,1,8,3,1,2,1,1,4,4,3,3,2,3,1,2,8,3,-46,1,2,1,1,2,0,0,4,32,1,2,1,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,14,21,15,22,1,1,10,7
2890,2,40,2,6,3,4,4,24,3,8,2,3,1,6,3,4,8,40,24,1,2,1,0,0,0,27,6,0,0,0,NULL,NULL,NULL,2,2,1,3,0,0,0,1,3,0,0,3,0,3,0,50,33
