,id,hand_player,opponent_high_card,opponent_high_card_suit,opponent_medium_card,opponent_medium_card_suit,opponent_low_card,opponent_low_card_suit,self_high_card,self_high_card_suit,self_medium_card,self_medium_card_suit,self_low_card,self_low_card_suit,opponent_round_0,self_round_0,opponent_round_1,self_round_1,opponent_round_2,self_round_2,round_1_winner,round_2_winner,round_3_winner,who_asked_envido,who_asked_falta_envido,who_asked_real_envido,opponent_points_envido,self_points_envido,who_refused_envido,who_won_envido,balance_envido,who_asked_flor,who_asked_contra_flor,who_asked_contra_flor_resto,who_asked_truco,when_asked_truco,who_asked_retruco,when_asked_retruco,who_asked_vale_quatro,when_asked_vale_quatro,who_refused_truco,who_won_truco,balance_truco,opponent_old_points,self_old_points,opponent_new_points,self_new_points,opponent_hand_balance,self_hand_balance,opponent_hand_quality,self_hand_quality
1254,1317,1,40,2,3,2,2,4,24,1,16,1,1,1,9,9,10.0,10.0,8,11.0,1,2,1,0,0,0,7,4,0,1,2,1.0,1.0,1.0,2,2,0,0,0,0,0,1,3,4,10,9,10,5,0,45,28
1255,1318,2,8,2,6,2,2,2,40,4,12,2,12,3,9,9,0.0,9.0,8,-50.0,2,2,2,1,0,0,5,28,0,2,1,1.0,1.0,1.0,2,2,1,2,0,0,0,2,1,9,10,9,12,0,2,16,58
1256,1319,1,50,4,2,4,1,2,16,3,8,3,3,4,9,9,11.0,11.0,8,10.0,2,1,2,2,0,0,5,6,1,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0,2,1,9,12,9,13,0,1,53,21
1257,1320,2,42,1,12,1,4,1,7,2,3,2,2,4,9,10,10.0,11.0,8,8.0,1,1,0,0,0,0,7,6,0,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,9,13,10,13,1,0,58,21
1258,1321,1,24,2,3,2,2,1,42,3,16,1,8,3,9,9,11.0,10.0,8,11.0,2,1,2,0,0,0,6,29,0,2,5,1.0,1.0,1.0,0,0,0,0,0,0,0,2,1,10,13,10,19,0,6,29,53
1259,1322,2,24,2,3,2,2,1,16,4,8,3,7,2,9,10,11.0,9.0,8,11.0,2,1,2,1,0,2,6,2,0,1,1,1.0,1.0,1.0,0,0,0,0,0,0,0,2,1,10,19,11,20,1,1,29,26
1260,1323,1,52,1,24,1,2,4,40,2,8,2,2,4,9,9,11.0,11.0,8,-50.0,0,1,1,0,1,0,5,25,2,1,2,1.0,1.0,1.0,0,0,0,0,0,0,0,1,4,11,20,17,20,6,0,78,66
1261,1324,2,8,2,4,2,2,1,42,3,6,1,2,1,11,10,9.0,8.0,8,8.0,1,1,1,1,0,0,7,32,0,2,1,1.0,1.0,1.0,1,1,2,1,1,1,0,1,1,17,20,18,21,1,1,14,48
1262,1325,1,16,2,6,2,3,3,24,4,12,1,4,4,9,9,11.0,10.0,8,-50.0,2,1,2,0,2,0,6,7,1,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0,2,1,18,21,18,22,0,1,25,34
1263,1326,2,3,3,3,3,2,2,12,1,2,3,1,2,10,10,9.0,11.0,8,-50.0,1,2,2,0,0,0,6,29,0,1,5,1.0,1.0,1.0,2,3,0,0,0,0,1,2,1,18,22,23,23,5,1,8,16
1264,1328,1,50,4,24,4,3,3,8,3,6,2,4,3,9,9,8.0,10.0,8,8.0,2,1,1,2,0,0,6,27,1,1,0,1.0,1.0,1.0,2,2,0,0,0,0,0,1,1,0,3,1,3,1,0,77,36
1265,1329,2,12,3,4,3,1,1,52,3,7,1,3,2,10,9,9.0,10.0,8,11.0,1,2,2,0,0,0,32,21,0,1,0,1.0,1.0,1.0,1,2,0,0,0,0,2,2,2,1,3,1,5,0,2,17,59
1266,1330,1,24,3,16,3,7,4,52,2,24,1,7,2,9,10,10.0,9.0,8,11.0,2,1,2,0,0,0,3,3,0,1,1,1.0,1.0,1.0,2,2,0,0,0,0,0,2,3,1,5,2,8,1,3,47,75
1267,1331,2,24,2,6,2,3,4,8,4,7,4,2,1,9,9,10.0,10.0,8,11.0,1,2,1,1,0,0,6,20,2,1,0,1.0,1.0,1.0,1,2,2,2,0,0,0,1,1,2,8,3,8,1,0,33,16
1268,1332,1,52,1,12,1,3,2,50,3,12,4,1,1,10,10,11.0,8.0,8,8.0,0,1,1,0,0,0,6,4,0,1,0,1.0,1.0,1.0,1,3,0,0,0,0,2,1,2,3,8,5,8,2,0,67,63
1269,1333,2,7,3,2,3,2,2,16,1,3,3,3,4,8,9,8.0,-50.0,8,-50.0,2,2,2,0,0,0,5,6,0,1,0,1.0,1.0,1.0,1,1,0,0,0,0,0,2,1,5,8,5,9,0,1,11,21
1270,1334,1,42,1,12,1,4,3,52,2,7,1,1,2,10,9,9.0,10.0,8,11.0,1,2,2,0,0,0,7,4,0,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0,2,3,5,9,5,12,0,3,58,65
1271,1335,2,24,1,3,1,3,1,12,3,8,2,6,1,8,9,8.0,-50.0,8,-50.0,2,2,2,0,0,0,6,20,0,1,0,1.0,1.0,1.0,1,1,2,2,0,0,0,2,1,5,12,5,13,0,1,30,21
1272,1336,1,4,3,2,3,1,1,7,3,3,1,2,2,11,11,0.0,9.0,8,-50.0,2,2,2,0,0,0,36,26,0,1,2,1.0,1.0,1.0,0,0,0,0,0,0,0,2,1,5,13,7,14,2,1,7,11
1273,1337,2,50,4,42,4,6,1,2,1,1,2,1,2,9,9,8.0,-50.0,8,-50.0,1,1,1,1,0,0,7,5,0,2,1,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,7,14,8,15,1,1,98,45
1274,1338,1,24,1,7,1,7,4,6,1,3,1,3,1,9,9,9.0,8.0,8,8.0,1,1,1,2,0,0,23,6,1,2,2,1.0,1.0,1.0,1,1,0,0,0,0,2,1,1,8,15,9,17,1,2,38,16
1275,1339,2,42,1,8,1,8,2,24,2,7,1,1,3,9,9,9.0,11.0,8,10.0,1,2,1,1,0,0,7,4,0,1,1,1.0,1.0,1.0,0,0,0,0,0,0,0,1,2,9,17,12,17,3,0,58,33
1276,1340,1,52,1,6,1,2,3,8,2,7,3,3,3,10,10,9.0,9.0,8,-50.0,2,2,2,1,0,0,5,26,2,1,0,2.0,1.0,1.0,1,1,0,0,0,0,0,2,2,12,17,12,22,0,5,60,17
1277,1341,2,24,1,4,1,2,3,7,3,3,2,2,4,9,9,8.0,11.0,8,8.0,0,1,1,0,0,0,7,6,0,1,0,1.0,1.0,1.0,1,1,0,0,0,0,0,1,1,12,22,13,22,1,0,30,13
1278,1342,1,42,1,24,1,2,3,3,4,3,1,2,2,10,9,9.0,10.0,8,10.0,1,2,1,0,0,0,7,6,0,2,1,1.0,1.0,1.0,1,2,0,0,0,0,2,1,1,13,22,14,23,1,1,68,29
1279,1343,2,50,4,16,4,4,1,16,2,3,3,1,3,9,9,10.0,11.0,8,-50.0,1,0,1,0,0,0,7,6,0,1,2,1.0,1.0,1.0,1,3,0,0,0,0,0,1,2,0,0,4,0,4,0,70,33
1280,1344,1,3,3,2,3,1,4,16,2,7,3,2,4,8,-50,8.0,-50.0,8,-50.0,2,2,2,2,0,0,6,25,0,1,2,1.0,1.0,1.0,1,1,0,0,0,0,0,2,1,4,0,6,1,2,1,6,20
1281,1345,2,16,2,12,2,2,2,40,2,24,2,6,1,9,9,0.0,10.0,8,-50.0,2,2,2,1,0,0,28,30,0,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0,2,2,6,1,9,3,3,2,30,58
1282,1346,1,52,1,40,1,1,1,16,2,7,3,2,2,9,9,10.0,10.0,8,8.0,1,1,1,2,0,0,7,5,0,1,0,1.0,1.0,1.0,2,1,0,0,0,0,0,1,2,9,3,11,3,2,0,93,58
1283,1347,2,6,4,4,4,1,3,40,4,8,2,7,1,9,9,10.0,10.0,8,-50.0,2,2,2,0,0,0,31,7,0,1,0,1.0,1.0,1.0,1,1,0,0,0,0,0,2,1,11,3,14,4,3,1,11,51
1284,1348,1,7,3,3,3,2,2,12,4,7,3,3,3,10,10,11.0,9.0,8,-50.0,2,2,2,0,0,0,6,6,0,2,4,1.0,1.0,1.0,0,0,0,0,0,0,0,2,2,14,4,14,10,0,6,12,18
1285,1349,2,50,4,8,4,6,1,40,1,16,2,3,1,9,9,10.0,10.0,8,11.0,1,2,1,1,0,0,1,28,0,2,1,1.0,1.0,1.0,1,2,2,3,0,0,1,1,4,14,10,18,11,4,1,64,51
1286,1350,1,40,2,16,2,16,3,7,3,4,1,2,4,9,9,8.0,-50.0,8,-50.0,1,1,1,2,0,0,7,7,1,1,1,1.0,1.0,1.0,1,1,2,2,1,2,0,1,1,18,11,20,11,2,0,72,25
1287,1351,2,8,3,3,3,2,1,16,2,1,2,1,2,9,9,10.0,11.0,8,9.0,1,2,1,1,0,0,6,4,2,2,2,1.0,1.0,1.0,1,1,0,0,0,0,2,1,1,20,11,21,13,1,2,13,20
1288,1352,1,8,4,7,4,1,3,24,3,6,1,3,4,9,9,10.0,10.0,8,11.0,2,1,2,2,0,0,4,6,0,1,1,1.0,1.0,1.0,0,0,0,0,0,0,0,2,3,21,13,22,16,1,3,16,34
1289,1354,2,24,2,6,2,6,2,4,4,3,3,2,3,9,9,8.0,-50.0,8,-50.0,1,1,1,0,0,0,3,7,0,2,1,1.0,1.0,1.0,2,1,0,0,0,0,1,1,1,0,0,1,1,1,1,36,12
1290,1355,1,16,2,12,2,7,4,16,2,8,1,1,3,9,10,10.0,9.0,8,11.0,2,1,2,2,0,0,23,4,1,1,1,1.0,1.0,1.0,1,1,0,0,0,0,2,2,3,1,1,2,4,1,3,35,29
1291,1356,2,7,3,6,3,3,3,8,1,4,1,3,3,10,9,9.0,10.0,8,11.0,1,2,2,1,0,0,6,33,2,2,1,1.0,1.0,1.0,1,2,2,3,0,0,0,2,2,2,4,2,7,0,3,16,17
1292,1357,1,16,1,3,1,1,2,7,2,6,3,2,1,9,9,11.0,10.0,8,-50.0,2,1,2,2,0,0,6,5,1,1,1,1.0,1.0,1.0,1,3,0,0,0,0,0,2,1,2,7,3,8,1,1,20,12
1293,1358,2,52,1,7,1,3,2,16,2,12,4,7,4,9,11,11.0,9.0,8,10.0,2,1,2,0,0,1,6,2,2,1,2,1.0,1.0,1.0,2,3,0,0,0,0,1,2,2,3,8,5,10,2,2,62,30
1294,1359,1,24,3,8,3,1,3,52,3,12,1,3,2,9,9,11.0,10.0,8,11.0,2,1,2,1,0,0,27,6,0,1,1,1.0,1.0,1.0,1,2,0,0,0,0,0,2,2,5,10,6,12,1,2,33,63
1295,1360,2,24,2,16,2,2,3,8,2,2,3,1,4,9,9,8.0,-50.0,8,-50.0,1,1,1,1,0,0,30,25,2,1,0,1.0,1.0,1.0,2,1,0,0,0,0,0,1,1,6,12,10,12,4,0,42,25
1296,1361,1,16,3,12,3,1,2,24,2,24,4,6,3,9,9,0.0,10.0,8,-50.0,2,2,2,2,0,0,4,3,0,1,0,1.0,1.0,1.0,1,1,0,0,0,0,2,2,1,10,12,10,13,0,1,29,42
1297,1362,2,42,1,12,1,3,4,24,2,16,4,4,4,11,11,9.0,9.0,8,10.0,1,2,2,0,0,0,7,32,0,1,0,2.0,1.0,1.0,0,0,0,0,0,0,0,2,3,10,13,10,19,0,6,57,40
1298,1363,1,24,4,6,4,3,2,8,4,3,3,1,1,9,11,10.0,9.0,8,-50.0,2,1,1,0,0,0,29,6,0,1,1,1.0,1.0,1.0,2,2,1,3,0,0,0,1,1,10,19,12,19,2,0,33,15
1299,1364,2,6,4,4,4,1,2,40,3,24,2,7,1,9,10,0.0,-50.0,8,-50.0,2,2,2,1,0,0,7,30,2,2,2,1.0,1.0,1.0,1,2,0,0,0,0,2,2,1,12,19,12,22,0,3,11,51
1300,1365,1,52,1,8,1,1,1,16,2,6,2,3,3,9,9,10.0,10.0,8,8.0,1,1,1,2,0,0,4,6,0,1,0,1.0,1.0,1.0,2,1,0,0,0,0,1,1,2,12,22,14,22,2,0,61,27
1301,1366,2,16,3,6,3,2,3,24,3,7,2,2,4,9,11,10.0,9.0,8,8.0,1,1,1,0,0,0,27,5,0,1,0,1.0,1.0,1.0,1,2,0,0,0,0,0,1,2,14,22,19,22,5,0,24,32
1302,1367,1,16,1,7,1,3,3,16,3,8,3,3,2,9,10,10.0,9.0,8,11.0,2,1,2,0,0,0,6,22,0,2,1,1.0,1.0,1.0,1,2,0,0,0,0,0,2,3,19,22,19,26,0,4,26,26
1303,1368,2,7,3,2,3,1,2,42,4,12,1,6,4,11,9,9.0,-50.0,8,-50.0,1,2,2,2,0,0,5,7,1,1,0,1.0,1.0,1.0,1,2,2,3,0,0,0,2,1,19,26,19,27,0,1,10,50
1304,1369,1,24,2,24,2,8,2,24,3,3,4,3,3,10,9,8.0,-50.0,8,-50.0,1,1,1,0,0,0,3,6,0,1,1,1.0,1.0,1.0,2,2,0,0,0,0,1,1,1,3,0,5,0,2,0,56,51
1305,1370,2,8,4,7,4,1,4,16,4,6,4,2,2,10,9,9.0,10.0,8,11.0,1,2,2,1,0,0,24,22,2,2,5,1.0,1.0,1.0,1,1,0,0,0,0,2,2,3,5,0,5,8,0,8,16,25
1306,1371,1,16,4,6,4,1,2,16,3,12,1,8,2,11,9,10.0,10.0,8,11.0,1,2,2,2,0,1,4,21,0,1,1,1.0,1.0,1.0,2,2,1,2,0,0,0,2,4,5,8,6,12,1,4,23,30
1307,1372,2,16,2,8,2,2,3,16,4,12,1,2,1,10,9,9.0,10.0,8,11.0,1,2,2,0,0,1,5,5,2,2,5,1.0,1.0,1.0,1,1,2,2,1,2,0,1,3,6,12,9,17,3,5,26,26
1308,1373,1,16,3,2,3,1,3,50,3,12,4,7,1,10,9,,-50.0,8,-50.0,2,2,2,2,0,1,31,1,0,1,1,1.0,1.0,1.0,2,2,1,3,0,0,0,2,1,9,17,10,18,1,1,19,59
1309,1374,2,42,1,6,1,2,2,8,2,8,1,7,4,9,9,11.0,10.0,8,10.0,2,1,2,0,0,1,7,0,2,1,1,1.0,1.0,1.0,2,1,0,0,0,0,1,2,3,10,18,11,21,1,3,50,21
1310,1375,1,7,3,2,3,1,4,16,2,4,2,3,2,8,-50,8.0,-50.0,8,-50.0,2,2,2,0,0,1,5,7,2,1,0,1.0,1.0,1.0,1,2,2,3,0,0,0,2,1,11,21,11,22,0,1,10,21
1311,1376,2,24,2,7,2,7,2,24,4,6,1,1,3,9,9,11.0,8.0,8,8.0,1,1,1,0,0,0,3,4,0,1,1,1.0,1.0,1.0,0,0,0,0,0,0,0,1,2,11,22,14,22,3,0,38,32
1312,1377,1,24,3,6,3,2,4,24,2,16,1,3,2,11,11,0.0,-50.0,8,-50.0,0,2,2,0,0,1,5,6,2,1,1,1.0,1.0,1.0,1,1,0,0,0,0,0,2,4,14,22,15,26,1,4,32,33
1313,1379,1,8,3,7,3,2,2,52,2,24,1,6,3,11,10,10.0,9.0,8,11.0,2,1,2,0,2,0,5,3,0,1,1,1.0,1.0,1.0,0,0,0,0,0,0,0,2,3,1,2,2,5,1,3,17,65
1314,1380,2,16,3,3,3,2,3,52,1,8,1,6,4,9,9,,-50.0,8,-50.0,2,2,2,0,0,1,6,1,2,1,0,1.0,1.0,1.0,2,2,0,0,0,0,0,2,1,2,5,2,6,0,1,21,61
1315,1381,1,50,4,24,4,6,1,6,3,3,4,3,2,9,9,8.0,-50.0,8,-50.0,1,1,1,0,0,1,3,6,2,1,1,1.0,1.0,1.0,1,2,2,2,0,0,0,1,1,2,6,4,6,2,0,80,33
1316,1382,2,24,2,6,2,2,3,16,1,3,2,1,2,9,9,10.0,10.0,8,8.0,1,1,0,0,0,0,5,6,0,2,5,1.0,1.0,1.0,2,1,0,0,0,0,1,1,1,4,6,5,11,1,5,32,23
1317,1383,1,16,3,12,3,3,4,8,2,2,4,1,4,11,9,10.0,8.0,8,8.0,1,1,1,1,0,0,6,29,2,1,0,2.0,1.0,1.0,1,1,0,0,0,0,2,1,1,5,11,6,14,1,3,31,21
1318,1384,2,16,1,8,1,1,4,24,1,4,4,3,1,10,9,11.0,11.0,8,10.0,1,1,1,2,0,1,26,30,0,2,1,1.0,1.0,1.0,0,0,0,0,0,0,0,1,3,6,14,9,15,3,1,25,35
1319,1385,1,6,2,3,2,3,2,24,2,16,1,6,3,9,9,0.0,10.0,8,-50.0,2,2,2,0,0,1,32,3,0,1,1,1.0,1.0,1.0,0,0,0,0,0,0,0,2,1,9,15,10,16,1,1,12,33
1320,1386,1,16,4,8,4,3,3,16,3,4,1,1,2,9,10,10.0,9.0,8,11.0,2,1,2,1,0,0,6,7,2,1,1,1.0,1.0,1.0,0,0,0,0,0,0,0,2,3,11,16,12,19,1,3,27,25
1321,1387,2,24,4,2,4,1,1,8,4,8,3,7,1,9,9,11.0,10.0,8,-50.0,2,1,1,0,0,0,32,20,0,1,1,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,12,19,14,19,2,0,27,17
1322,1388,1,42,1,8,1,3,2,50,3,12,4,6,4,10,10,0.0,9.0,8,-50.0,2,2,2,1,0,0,7,1,2,1,3,1.0,1.0,1.0,1,2,2,3,0,0,0,2,1,14,19,17,20,3,1,53,64
1323,1389,2,6,1,4,1,2,3,50,4,16,4,7,2,9,9,0.0,-50.0,8,-50.0,2,2,2,0,0,1,7,2,2,1,1,1.0,1.0,1.0,1,2,0,0,0,0,2,2,1,17,20,18,21,1,1,12,61
1324,1390,2,42,1,24,1,8,3,16,3,12,1,3,3,8,8,8.0,8.0,8,8.0,1,1,1,0,0,1,7,27,0,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,74,43
1325,1391,2,24,1,16,1,6,1,40,2,2,2,1,1,8,8,8.0,8.0,8,8.0,1,1,1,0,0,1,3,29,2,1,0,1.0,1.0,1.0,2,1,0,0,0,0,1,1,1,0,0,1,0,1,0,46,57
1326,1392,2,16,3,8,3,2,4,52,1,4,1,1,3,8,8,8.0,8.0,8,8.0,1,1,1,0,0,1,5,7,0,1,0,1.0,1.0,1.0,1,1,0,0,0,0,2,1,1,0,0,1,0,1,0,26,61
1327,1393,2,24,4,16,4,8,3,50,2,24,4,3,2,9,9,10.0,10.0,8,11.0,1,2,2,0,0,2,3,6,0,2,1,1.0,1.0,1.0,0,0,0,0,0,0,0,2,3,0,0,0,4,0,4,48,69
1328,1394,1,50,4,7,4,3,4,8,2,3,4,2,3,9,11,10.0,10.0,8,-50.0,2,1,1,2,0,0,6,26,1,2,1,1.0,1.0,1.0,1,3,0,0,0,0,2,1,1,0,4,1,5,1,1,60,17
1329,1395,2,16,1,7,1,7,2,50,2,12,4,2,4,11,10,9.0,11.0,8,9.0,1,2,1,1,0,0,2,5,2,1,1,1.0,1.0,1.0,1,2,0,0,0,0,2,1,1,1,5,3,5,2,0,30,59
1330,1396,1,50,4,12,4,6,1,24,3,16,4,7,2,9,9,11.0,10.0,8,11.0,2,1,2,2,0,0,1,3,1,1,2,1.0,1.0,1.0,1,3,0,0,0,0,2,2,4,3,5,5,9,2,4,68,43
1331,1397,2,40,2,24,2,8,3,24,4,8,1,7,4,10,10,9.0,11.0,8,9.0,1,2,1,0,0,0,7,3,0,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,2,5,9,7,9,2,0,72,55
1332,1398,1,8,4,4,4,2,4,24,3,6,1,4,4,8,-50,8.0,-50.0,8,-50.0,2,2,2,0,0,0,7,27,0,1,0,1.0,1.0,1.0,1,2,2,2,1,2,0,2,1,7,9,7,10,0,1,14,32
1333,1399,2,40,2,16,2,2,1,24,1,7,4,4,4,10,10,9.0,9.0,8,11.0,1,2,1,2,0,0,7,7,1,2,2,1.0,1.0,1.0,1,2,0,0,0,0,2,1,3,7,10,10,12,3,2,58,44
1334,1400,1,50,4,2,4,1,4,40,1,8,2,2,4,9,9,11.0,10.0,8,11.0,2,1,2,2,0,0,5,25,1,1,5,1.0,1.0,1.0,0,0,0,0,0,0,0,2,2,10,12,15,14,5,2,53,44
1335,1401,2,6,3,3,3,1,1,52,1,16,1,8,3,9,9,0.0,-50.0,8,-50.0,2,2,2,2,0,0,6,23,0,2,1,1.0,1.0,1.0,1,3,0,0,0,0,2,2,1,15,14,15,16,0,2,10,63
1336,1402,1,24,3,6,3,6,2,3,4,3,3,2,4,9,8,9.0,10.0,8,-50.0,1,2,2,0,0,0,3,6,0,2,1,1.0,1.0,1.0,0,0,0,0,0,0,0,1,2,15,16,17,17,2,1,36,11
1337,1403,2,24,1,16,1,3,1,24,2,16,4,6,2,10,9,9.0,10.0,8,11.0,1,2,1,0,0,0,6,3,0,1,1,1.0,1.0,1.0,1,2,0,0,0,0,2,1,3,17,17,21,17,4,0,43,46
1338,1404,1,3,2,2,2,1,3,7,1,4,1,3,4,8,-50,8.0,-50.0,8,-50.0,2,2,2,0,0,0,6,7,0,1,0,1.0,1.0,1.0,1,3,0,0,0,0,2,2,1,21,17,21,18,0,1,6,12
1339,1405,2,24,3,16,3,8,3,4,3,2,4,1,1,8,8,8.0,8.0,8,8.0,2,2,2,1,0,0,25,7,2,1,3,1.0,1.0,1.0,1,2,0,0,0,0,2,1,2,21,18,26,18,5,0,48,21
1340,1407,1,8,3,3,3,2,3,52,2,24,1,3,3,9,9,10.0,8.0,8,11.0,2,1,2,0,0,0,6,29,0,2,1,1.0,1.0,1.0,1,2,0,0,0,0,0,2,2,0,2,0,5,0,3,13,58
1341,1408,2,8,2,8,2,4,4,52,4,24,1,24,3,9,8,10.0,9.0,8,11.0,1,2,2,2,0,0,7,3,1,1,0,1.0,1.0,1.0,1,3,0,0,0,0,2,2,2,0,5,0,7,0,2,20,84
1342,1409,1,42,1,7,1,3,4,40,4,6,2,2,2,9,10,10.0,8.0,8,8.0,2,1,1,0,0,0,7,7,0,2,5,1.0,1.0,1.0,2,2,1,3,0,0,0,1,2,0,7,2,12,2,5,52,49
1343,1410,2,16,2,7,2,1,1,24,4,7,3,2,4,11,10,9.0,9.0,8,11.0,1,2,2,0,0,0,4,5,0,1,0,1.0,1.0,1.0,1,2,0,0,0,0,0,2,3,2,12,2,15,0,3,24,33
1344,1411,1,6,3,4,3,2,3,24,4,12,2,3,4,9,9,0.0,10.0,8,-50.0,2,2,2,0,0,0,7,6,0,1,1,1.0,1.0,1.0,1,2,0,0,0,0,2,2,1,2,15,3,16,1,1,12,31
1345,1412,2,24,2,6,2,3,1,50,3,24,4,6,1,10,9,0.0,11.0,8,-50.0,0,2,2,0,0,2,6,23,1,1,0,1.0,1.0,1.0,1,2,2,2,0,0,0,2,2,3,16,3,18,0,2,33,62
1346,1413,1,24,1,16,1,8,4,8,4,7,3,3,2,9,11,10.0,8.0,8,8.0,0,1,1,0,0,0,3,6,0,1,0,1.0,1.0,1.0,1,2,0,0,0,0,2,1,1,3,18,4,18,1,0,48,27
1347,1414,2,24,4,12,4,3,4,8,3,4,2,1,4,10,11,9.0,10.0,8,9.0,1,2,1,0,0,0,6,31,0,2,1,1.0,1.0,1.0,1,2,2,2,0,0,0,1,1,4,18,5,19,1,1,39,21
1348,1415,1,52,1,16,1,2,3,8,2,1,4,1,1,8,-50,8.0,-50.0,8,-50.0,1,1,1,0,0,0,5,4,0,2,1,1.0,1.0,1.0,1,1,0,0,0,0,0,1,1,5,19,6,20,1,1,70,25
1349,1416,2,12,2,8,2,1,4,24,2,8,4,3,3,11,10,9.0,9.0,8,11.0,1,2,2,0,0,0,25,23,0,2,2,1.0,1.0,1.0,1,2,0,0,0,0,2,2,1,6,20,6,23,0,3,21,35
1350,1417,1,40,2,16,2,4,3,24,4,4,2,2,4,9,10,11.0,8.0,8,8.0,0,1,1,1,0,0,7,7,2,1,1,1.0,1.0,1.0,2,3,0,0,0,0,1,1,2,6,23,9,23,3,0,60,42
1351,1418,1,7,1,2,1,1,1,16,3,16,3,4,4,9,10,11.0,8.0,8,10.0,2,1,2,1,0,0,5,7,0,1,1,1.0,1.0,1.0,1,2,0,0,0,0,0,2,1,12,23,13,24,1,1,10,22
1352,1420,1,40,2,12,2,8,1,8,2,7,3,6,3,10,9,9.0,8.0,8,8.0,1,1,1,2,0,0,28,0,0,1,2,1.0,1.0,1.0,1,3,0,0,0,0,2,1,1,1,1,4,1,3,0,60,26
1353,1421,2,40,2,7,2,7,2,8,4,1,3,1,3,8,8,8.0,8.0,8,8.0,1,1,1,2,0,0,7,4,1,2,1,1.0,1.0,1.0,1,3,0,0,0,0,2,1,1,4,1,5,2,1,1,54,16
1354,1422,1,8,1,6,1,2,2,6,3,6,4,3,3,9,9,11.0,10.0,8,-50.0,2,1,2,2,0,0,5,6,1,1,0,1.0,1.0,1.0,1,3,0,0,0,0,2,2,1,5,2,5,3,0,1,16,15
1355,1423,2,6,2,3,2,2,1,8,1,6,3,3,2,9,11,1.0,10.0,8,-50.0,2,2,2,0,0,0,6,6,0,1,0,1.0,1.0,1.0,2,2,0,0,0,0,1,2,1,5,3,5,4,0,1,11,14
1356,1424,1,16,3,6,3,4,4,24,4,16,3,8,4,9,9,0.0,-50.0,8,-50.0,2,2,2,2,0,0,7,22,1,1,1,1.0,1.0,1.0,1,3,0,0,0,0,2,2,1,5,4,6,5,1,1,26,38
1357,1425,2,24,4,6,4,4,4,42,3,16,1,3,1,11,10,9.0,11.0,8,9.0,1,2,1,2,0,0,7,7,1,2,2,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,6,5,7,7,1,2,34,51
1358,1426,2,6,4,4,4,2,1,24,4,8,1,8,3,9,9,1.0,-50.0,8,-50.0,2,2,2,0,0,0,32,23,0,1,0,1.0,1.0,1.0,2,2,0,0,0,0,1,2,1,12,8,15,9,3,1,12,36
1359,1427,1,12,2,7,2,1,3,40,2,24,2,6,1,9,9,0.0,-50.0,8,-50.0,2,2,2,0,0,0,25,7,0,1,0,1.0,1.0,1.0,1,3,0,0,0,0,2,2,1,15,9,18,10,3,1,20,53
1360,1428,2,24,4,24,4,7,3,52,2,24,1,3,2,10,10,0.0,11.0,8,-50.0,0,2,2,0,0,0,3,6,0,1,0,1.0,1.0,1.0,1,2,0,0,0,0,2,2,3,18,10,18,13,0,3,55,79
1361,1429,1,7,4,3,4,2,3,16,1,8,4,2,2,8,-50,8.0,-50.0,8,-50.0,2,2,2,2,0,0,6,5,1,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0,2,1,18,13,18,14,0,1,12,21
1362,1430,2,42,1,24,1,7,1,16,2,6,3,1,3,10,11,8.0,-50.0,8,-50.0,1,1,1,0,0,0,7,4,0,2,1,1.0,1.0,1.0,1,3,2,3,0,0,1,1,1,18,14,19,15,1,1,73,41
1363,1431,1,52,1,24,1,6,3,8,1,8,4,7,2,9,9,10.0,10.0,8,8.0,1,1,1,1,0,0,24,0,2,1,2,1.0,1.0,1.0,0,0,0,0,0,0,0,1,2,19,15,23,15,4,0,82,39
1364,1432,2,52,1,24,1,2,4,7,1,4,4,1,2,8,11,8.0,-50.0,8,-50.0,1,1,1,0,0,0,29,27,0,2,2,1.0,1.0,1.0,1,3,0,0,0,0,2,1,1,23,15,24,17,1,2,78,32
1365,1434,1,7,4,2,4,1,3,16,3,6,1,6,2,11,11,0.0,9.0,8,-50.0,2,2,2,0,0,0,5,2,0,1,1,1.0,1.0,1.0,2,2,1,2,0,0,2,2,1,0,1,1,2,1,1,10,24
1366,1435,2,40,2,24,2,6,1,8,2,6,3,4,4,8,9,8.0,-50.0,8,-50.0,1,1,1,0,0,0,30,7,0,1,1,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,2,3,2,2,0,70,36
1367,1436,1,50,4,3,4,1,1,42,1,24,1,12,3,10,9,9.0,-50.0,8,-50.0,2,2,2,1,0,0,6,30,2,2,21,1.0,1.0,1.0,2,2,0,0,0,0,1,2,1,3,2,3,24,0,22,54,57
